Analog inputs logger for Canary 7th floor setup. Starting: 23/01/2017 17:18
23/01/2017 17:19: 48923/01/2017 17:20: 156,315,153,309,152,306,481,534,490,487,487,483,480,473,479,48823/01/2017 17:21: 156,318,153,310,151,303,481,534,490,487,487,484,481,473,479,48923/01/2017 17:22: 156,313,153,310,152,304,482,534,490,487,487,484,481,474,479,48923/01/2017 17:23: 156,316,153,313,151,302,481,534,490,486,486,483,480,473,478,48923/01/2017 17:24: 156,318,153,313,151,302,482,535,491,487,487,484,481,474,479,48923/01/2017 17:25: 156,316,153,310,152,302,482,534,490,487,487,484,481,474,479,48923/01/2017 17:26: 155,314,153,313,151,304,482,535,490,487,487,483,480,473,479,48923/01/2017 17:27: 156,317,153,310,151,302,482,535,491,487,487,484,481,474,479,48923/01/2017 17:28: 156,313,154,313,151,303,481,534,490,487,487,483,481,474,479,48923/01/2017 17:29: 156,315,152,311,150,304,480,534,490,487,487,484,481,474,479,48923/01/2017 17:30: 156,318,151,313,151,304,481,534,491,488,487,485,481,474,479,48923/01/2017 17:31: 156,315,153,312,152,302,481,534,490,487,487,483,481,474,479,48923/01/2017 17:32: 155,313,153,312,152,306,481,534,490,487,487,484,481,474,479,48923/01/2017 17:33: 156,313,153,313,151,305,480,534,490,487,488,484,481,474,479,48923/01/2017 17:34: 156,314,152,310,151,307,481,534,490,487,487,484,481,474,479,48923/01/2017 17:35: 155,317,153,310,151,305,481,534,490,488,488,485,481,474,479,48923/01/2017 17:39: 155,314,153,311,151,301,481,533,490,487,487,484,481,474,479,48823/01/2017 18:00: 156,317,154,312,151,304,482,535,490,487,487,484,481,474,479,49023/01/2017 18:12: 156,314,153,311,151,304,482,535,491,488,488,485,482,474,479,48923/01/2017 18:19: 156,315,153,309,151,308,481,534,490,487,487,484,481,474,479,48923/01/2017 18:25: 156,315,153,313,151,305,481,534,490,487,488,485,482,474,479,489
